"","Gene","CpG_ratio","status"
"17058","Mfran_g9066 ",0.860322,"weakly"
"17059","Mfran_g9067 ",0.314833,"heavily"
"17060","Mfran_g9068 ",0.911242,"weakly"
"17061","Mfran_g9069 ",1.06519,"weakly"
"17062","Mfran_g9071 ",0.811734,"weakly"
"17063","Mfran_g9072 ",0.716394,"weakly"
"17064","Mfran_g9074 ",0.263077,"heavily"
"17065","Mfran_g9075 ",0.41552,"heavily"
"17066","Mfran_g9077 ",0.544495,"heavily"
"17067","Mfran_g9078 ",0.450858,"heavily"
"17068","Mfran_g9080 ",0.406396,"heavily"
"17069","Mfran_g9081 ",0.546941,"heavily"
"17070","Mfran_g9083 ",0.627332,"weakly"
"17071","Mfran_g9084 ",0.365823,"heavily"
"17072","Mfran_g9085 ",0.813203,"weakly"
"17073","Mfran_g9087 ",0.893378,"weakly"
"17074","Mfran_g9088 ",0.715631,"weakly"
"17075","Mfran_g9089 ",0.682864,"weakly"
"17076","Mfran_g9090 ",0.564841,"weakly"
"17077","Mfran_g9094 ",0.964519,"weakly"
"17078","Mfran_g9095.1 ",0.856175,"weakly"
"17079","Mfran_g9097 ",0.471115,"heavily"
"17080","Mfran_g9098.1 ",0.621206,"weakly"
"17081","Mfran_g9100 ",0.637282,"weakly"
"17082","Mfran_g9101 ",0.469559,"heavily"
"17083","Mfran_g9102.1 ",0.323607,"heavily"
"17084","Mfran_g9104 ",0.365136,"heavily"
"17085","Mfran_g9105.1 ",0.313212,"heavily"
"17086","Mfran_g9119 ",0.805304,"weakly"
"17087","Mfran_g9125 ",0.566534,"weakly"
"17088","Mfran_g9147 ",0.658915,"weakly"
"17089","Mfran_g9149 ",0.519924,"heavily"
"17090","Mfran_g9153 ",0.914111,"weakly"
"17091","Mfran_g9161 ",0.354252,"heavily"
"17092","Mfran_g9165 ",0.640236,"weakly"
"17093","Mfran_g9166 ",0.50272,"heavily"
"17094","Mfran_g9179 ",0.911722,"weakly"
"17095","Mfran_g9180 ",1.0095,"weakly"
"17096","Mfran_g9181 ",0.876372,"weakly"
"17097","Mfran_g9182 ",0.873497,"weakly"
"17098","Mfran_g9183 ",0.907724,"weakly"
"17099","Mfran_g9186 ",0.667447,"weakly"
"17100","Mfran_g9187 ",0.569327,"weakly"
"17101","Mfran_g9189 ",0.909033,"weakly"
"17102","Mfran_g9190.1 ",0.85508,"weakly"
"17103","Mfran_g9192 ",0.710576,"weakly"
"17104","Mfran_g9193.1 ",0.411287,"heavily"
"17105","Mfran_g9194 ",0.356848,"heavily"
"17106","Mfran_g9195 ",0.619198,"weakly"
"17107","Mfran_g9196 ",0.738552,"weakly"
"17108","Mfran_g9197 ",0.822638,"weakly"
"17109","Mfran_g9198 ",0.808927,"weakly"
"17110","Mfran_g9199 ",0.988874,"weakly"
"17111","Mfran_g9200.1 ",0.420677,"heavily"
"17112","Mfran_g9204 ",0.431602,"heavily"
"17113","Mfran_g9205.1 ",0.638722,"weakly"
"17114","Mfran_g9206 ",0.691993,"weakly"
"17115","Mfran_g9207 ",0.404736,"heavily"
"17116","Mfran_g9208 ",0.317712,"heavily"
"17117","Mfran_g9213 ",0.601361,"weakly"
"17118","Mfran_g9216 ",0.766266,"weakly"
"17119","Mfran_g9222 ",0.892349,"weakly"
"17120","Mfran_g9223 ",1.0089,"weakly"
"17121","Mfran_g9224 ",0.943103,"weakly"
"17122","Mfran_g9225 ",0.956167,"weakly"
"17123","Mfran_g9226 ",0.196058,"heavily"
"17124","Mfran_g9227 ",0.413328,"heavily"
"17125","Mfran_g9228 ",1.2083,"weakly"
"17126","Mfran_g9230 ",0.757481,"weakly"
"17127","Mfran_g9231 ",0.3573,"heavily"
"17128","Mfran_g9232 ",0.532912,"heavily"
"17129","Mfran_g9233 ",0.825959,"weakly"
"17130","Mfran_g9234 ",0.442829,"heavily"
"17131","Mfran_g9235 ",0.363898,"heavily"
"17132","Mfran_g9236 ",1.08097,"weakly"
"17133","Mfran_g9237.1 ",0.949633,"weakly"
"17134","Mfran_g9239 ",0.917395,"weakly"
"17135","Mfran_g9240 ",0.221212,"heavily"
"17136","Mfran_g9243 ",0.887382,"weakly"
"17137","Mfran_g9244 ",1.02379,"weakly"
"17138","Mfran_g9251 ",0.89056,"weakly"
"17139","Mfran_g9252 ",0.948351,"weakly"
"17140","Mfran_g9257 ",0.945284,"weakly"
"17141","Mfran_g9260 ",0.850851,"weakly"
"17142","Mfran_g9265 ",0.890445,"weakly"
"17143","Mfran_g9268 ",0.914815,"weakly"
"17144","Mfran_g9272 ",0.380661,"heavily"
"17145","Mfran_g9274 ",0.412835,"heavily"
"17146","Mfran_g9275 ",0.637688,"weakly"
"17147","Mfran_g9276 ",0.300369,"heavily"
"17148","Mfran_g9284 ",0.29281,"heavily"
"17149","Mfran_g9288 ",0.442799,"heavily"
"17150","Mfran_g9289 ",0.622765,"weakly"
"17151","Mfran_g9290 ",0.393129,"heavily"
"17152","Mfran_g9292 ",0.905127,"weakly"
"17153","Mfran_g9293 ",0.497855,"heavily"
"17154","Mfran_g9294 ",0.390808,"heavily"
"17155","Mfran_g9295.1 ",0.259387,"heavily"
"17156","Mfran_g9296 ",0.723417,"weakly"
"17157","Mfran_g9299 ",0.557458,"weakly"
"17158","Mfran_g9300 ",0.425163,"heavily"
"17159","Mfran_g9301 ",0.736536,"weakly"
"17160","Mfran_g9302 ",0.412664,"heavily"
"17161","Mfran_g9303 ",0.465784,"heavily"
"17162","Mfran_g9304 ",0.503454,"heavily"
"17163","Mfran_g9308 ",0.876489,"weakly"
"17164","Mfran_g9310 ",0.750304,"weakly"
"17165","Mfran_g9311 ",0.760498,"weakly"
"17166","Mfran_g9312 ",0.354067,"heavily"
"17167","Mfran_g9313 ",0.691729,"weakly"
"17168","Mfran_g9314 ",0.596711,"weakly"
"17169","Mfran_g9315 ",0.430901,"heavily"
"17170","Mfran_g9316 ",0.322674,"heavily"
"17171","Mfran_g9317 ",0.596065,"weakly"
"17172","Mfran_g9319 ",0.585632,"weakly"
"17173","Mfran_g9320 ",0.754165,"weakly"
"17174","Mfran_g9321 ",0.460322,"heavily"
"17175","Mfran_g9323 ",0.464159,"heavily"
"17176","Mfran_g9324 ",0.377154,"heavily"
"17177","Mfran_g9328 ",0.702816,"weakly"
"17178","Mfran_g9329 ",0.671861,"weakly"
"17179","Mfran_g9330 ",0.769044,"weakly"
"17180","Mfran_g9333.1 ",0.263809,"heavily"
"17181","Mfran_g9334 ",0.540407,"heavily"
"17182","Mfran_g9336 ",0.764993,"weakly"
"17183","Mfran_g9337 ",0.367369,"heavily"
"17184","Mfran_g9339 ",0.294916,"heavily"
"17185","Mfran_g9340 ",0.918248,"weakly"
"17186","Mfran_g9341 ",0.564171,"weakly"
"17187","Mfran_g9342 ",0.74119,"weakly"
"17188","Mfran_g9344 ",1.0856,"weakly"
"17189","Mfran_g9346 ",0.110422,"heavily"
"17190","Mfran_g9347 ",0.323451,"heavily"
"17191","Mfran_g9348 ",0.397125,"heavily"
"17192","Mfran_g9349 ",0.332125,"heavily"
"17193","Mfran_g9352c ",0.39485,"heavily"
"17194","Mfran_g9358 ",0.400667,"heavily"
"17195","Mfran_g9360 ",0.474651,"heavily"
"17196","Mfran_g9361 ",0.238033,"heavily"
"17197","Mfran_g9362 ",0.608029,"weakly"
"17198","Mfran_g9363.1 ",0.425962,"heavily"
"17199","Mfran_g9364 ",0.640867,"weakly"
"17200","Mfran_g9365 ",0.177015,"heavily"
"17201","Mfran_g9367 ",0.470597,"heavily"
"17202","Mfran_g9369 ",0.276447,"heavily"
"17203","Mfran_g9370 ",0.409911,"heavily"
"17204","Mfran_g9371 ",0.273905,"heavily"
"17205","Mfran_g9372.1 ",0.333574,"heavily"
"17206","Mfran_g9373 ",0.260297,"heavily"
"17207","Mfran_g9374 ",0.302259,"heavily"
"17208","Mfran_g9375 ",0.769117,"weakly"
"17209","Mfran_g9376 ",0.39586,"heavily"
"17210","Mfran_g9377 ",0.284789,"heavily"
"17211","Mfran_g9378 ",0.571236,"weakly"
"17212","Mfran_g9379 ",0.309716,"heavily"
"17213","Mfran_g9381 ",0.404647,"heavily"
"17214","Mfran_g9382 ",0.243764,"heavily"
"17215","Mfran_g9384 ",0.581205,"weakly"
"17216","Mfran_g9385 ",0.360097,"heavily"
"17217","Mfran_g9388 ",0.513642,"heavily"
"17218","Mfran_g9389 ",0.472973,"heavily"
"17219","Mfran_g9390.1 ",0.357209,"heavily"
"17220","Mfran_g9391 ",0.346838,"heavily"
"17221","Mfran_g9392 ",0.564246,"weakly"
"17222","Mfran_g9396 ",0.186518,"heavily"
"17223","Mfran_g9397 ",0.243837,"heavily"
"17224","Mfran_g9399 ",0.870332,"weakly"
"17225","Mfran_g9400 ",0.870332,"weakly"
"17226","Mfran_g9402 ",0.195793,"heavily"
"17227","Mfran_g9403 ",0.244938,"heavily"
"17228","Mfran_g9404 ",0.538578,"heavily"
"17229","Mfran_g9410 ",1.26037,"weakly"
"17230","Mfran_g9411 ",0.332008,"heavily"
"17231","Mfran_g9413 ",0.386889,"heavily"
"17232","Mfran_g24065.1 ",0.477924,"heavily"
"17233","Mfran_g24068 ",0.751572,"weakly"
"17234","Mfran_g24069 ",0.967004,"weakly"
"17235","Mfran_g24071 ",0.566165,"weakly"
"17236","Mfran_g24072 ",0.422183,"heavily"
"17237","Mfran_g24078 ",0.619746,"weakly"
"17238","Mfran_g24080 ",0.449852,"heavily"
"17239","Mfran_g24082 ",0.533618,"heavily"
"17240","Mfran_g24086 ",0.538816,"heavily"
"17241","Mfran_g24088 ",0.311477,"heavily"
"17242","Mfran_g24092 ",0.777569,"weakly"
"17243","Mfran_g24094 ",0.605702,"weakly"
"17244","Mfran_g24098 ",0.68124,"weakly"
"17245","Mfran_g24102 ",0.699743,"weakly"
"17246","Mfran_g24103 ",0.710767,"weakly"
"17247","Mfran_g24108 ",0.407366,"heavily"
"17248","Mfran_g24109 ",1.21373,"weakly"
"17249","Mfran_g24112 ",1.07589,"weakly"
"17250","Mfran_g24113 ",1.02373,"weakly"
"17251","Mfran_g24114.1 ",0.422917,"heavily"
"17252","Mfran_g24119 ",0.680932,"weakly"
"17253","Mfran_g24120 ",0.599232,"weakly"
"17254","Mfran_g24124 ",0.960285,"weakly"
"17255","Mfran_g24125 ",1.36672,"weakly"
"17256","Mfran_g24126 ",0.795503,"weakly"
"17257","Mfran_g24128 ",1.09715,"weakly"
"17258","Mfran_g24130 ",0.691773,"weakly"
"17259","Mfran_g24133 ",1.08418,"weakly"
"17260","Mfran_g24135.1 ",0.737557,"weakly"
"17261","Mfran_g24136 ",1.16235,"weakly"
"17262","Mfran_g24137 ",1.20655,"weakly"
"17263","Mfran_g24138 ",0.799156,"weakly"
"17264","Mfran_g24139 ",0.934722,"weakly"
"17265","Mfran_g24141 ",0.517014,"heavily"
"17266","Mfran_g24142 ",0.433561,"heavily"
"17267","Mfran_g24143 ",0.70063,"weakly"
"17268","Mfran_g24144 ",1.06814,"weakly"
"17269","Mfran_g24145 ",0.61052,"weakly"
"17270","Mfran_g24146 ",0.377797,"heavily"
"17271","Mfran_g24148 ",0.816064,"weakly"
"17272","Mfran_g24153.1 ",0.497997,"heavily"
"17273","Mfran_g24154 ",0.500684,"heavily"
"17274","Mfran_g24156 ",0.878424,"weakly"
"17275","Mfran_g24161 ",0.535767,"heavily"
"17276","Mfran_g24162 ",0.889677,"weakly"
"17277","Mfran_g24170 ",1.24109,"weakly"
"17278","Mfran_g24172 ",0.530449,"heavily"
"17279","Mfran_g24174 ",0.480512,"heavily"
"17280","Mfran_g24177 ",1.17897,"weakly"
"17281","Mfran_g24178 ",1.23911,"weakly"
"17282","Mfran_g24181 ",0.649601,"weakly"
"17283","Mfran_g24183.1 ",0.822119,"weakly"
"17284","Mfran_g24185 ",1.18768,"weakly"
"17285","Mfran_g24188 ",0.429979,"heavily"
"17286","Mfran_g24190 ",0.539752,"heavily"
"17287","Mfran_g24193 ",0.676965,"weakly"
"17288","Mfran_g24194 ",0.876623,"weakly"
"17289","Mfran_g24195 ",0.793755,"weakly"
"17290","Mfran_g24196 ",0.801118,"weakly"
"17291","Mfran_g24197 ",1.02101,"weakly"
"17292","Mfran_g24198 ",0.908345,"weakly"
"17293","Mfran_g24199 ",0.801131,"weakly"
"17294","Mfran_g24200 ",0.97683,"weakly"
"17295","Mfran_g24201 ",0.862824,"weakly"
"17296","Mfran_g24202 ",0.988078,"weakly"
"17297","Mfran_g24203 ",0.945919,"weakly"
"17298","Mfran_g24204 ",0.890913,"weakly"
"17299","Mfran_g24205.1 ",0.797498,"weakly"
"17300","Mfran_g24206 ",1.1801,"weakly"
"17301","Mfran_g24207 ",0.670536,"weakly"
"17302","Mfran_g24209 ",1.30758,"weakly"
"17303","Mfran_g24211 ",0.839385,"weakly"
"17304","Mfran_g24212 ",0.900867,"weakly"
"17305","Mfran_g24213 ",0.86899,"weakly"
"17306","Mfran_g24214 ",1.0072,"weakly"
"17307","Mfran_g24215 ",0.486336,"heavily"
"17308","Mfran_g24219 ",0.892063,"weakly"
"17309","Mfran_g24220 ",0.970733,"weakly"
"17310","Mfran_g24222 ",0.977282,"weakly"
"17311","Mfran_g24228 ",0.668393,"weakly"
"17312","Mfran_g24229 ",1.01359,"weakly"
"17313","Mfran_g24230 ",0.96223,"weakly"
"17314","Mfran_g24231.1 ",0.72463,"weakly"
"17315","Mfran_g24232.1 ",0.690394,"weakly"
"17316","Mfran_g24237 ",0.607519,"weakly"
"17317","Mfran_g24239.1 ",0.502042,"heavily"
"17318","Mfran_g24240 ",0.323893,"heavily"
"17319","Mfran_g24241 ",0.66804,"weakly"
"17320","Mfran_g24242 ",0.566478,"weakly"
"17321","Mfran_g24244 ",0.562525,"weakly"
"17322","Mfran_g24245 ",0.607599,"weakly"
"17323","Mfran_g24246 ",0.656566,"weakly"
"17324","Mfran_g24247 ",0.665981,"weakly"
"17325","Mfran_g24248 ",0.88934,"weakly"
"17326","Mfran_g24249 ",0.69542,"weakly"
"17327","Mfran_g24250 ",0.606021,"weakly"
"17328","Mfran_g24251 ",0.896227,"weakly"
"17329","Mfran_g24252 ",0.657992,"weakly"
"17330","Mfran_g24256.3 ",0.679744,"weakly"
"17331","Mfran_g24257 ",1.028,"weakly"
"17332","Mfran_g24259 ",0.842418,"weakly"
"17333","Mfran_g24260 ",1.01469,"weakly"
"17334","Mfran_g24262 ",0.965749,"weakly"
"17335","Mfran_g24264 ",1.0763,"weakly"
"17336","Mfran_g24265 ",0.509859,"heavily"
"17337","Mfran_g24266 ",0.375525,"heavily"
"17338","Mfran_g24267 ",1.01615,"weakly"
"17339","Mfran_g24268 ",0.857186,"weakly"
"17340","Mfran_g24269 ",0.79151,"weakly"
"17341","Mfran_g24270 ",0.830405,"weakly"
"17342","Mfran_g24271 ",1.04305,"weakly"
"17343","Mfran_g24275 ",0.61508,"weakly"
"17344","Mfran_g24276.1 ",0.581719,"weakly"
"17345","Mfran_g24278 ",0.884187,"weakly"
"17346","Mfran_g24284 ",1.00381,"weakly"
"17347","Mfran_g24287 ",0.86435,"weakly"
"17348","Mfran_g24288 ",0.84838,"weakly"
"17349","Mfran_g24289 ",0.13384,"heavily"
"17350","Mfran_g24290 ",0.880947,"weakly"
"17351","Mfran_g24291 ",0.436747,"heavily"
"17352","Mfran_g24293.1 ",0.627662,"weakly"
"17353","Mfran_g24296.1 ",1.08626,"weakly"
"17354","Mfran_g24297 ",0.608542,"weakly"
"17355","Mfran_g24298 ",0.791495,"weakly"
"17356","Mfran_g24299 ",0.6849,"weakly"
"17357","Mfran_g24300 ",0.841317,"weakly"
"17358","Mfran_g24301 ",0.875166,"weakly"
"17359","Mfran_g24303 ",0.578185,"weakly"
"17360","Mfran_g24304 ",0.414001,"heavily"
"17361","Mfran_g24305 ",0.528572,"heavily"
"17362","Mfran_g24306 ",0.370094,"heavily"
"17363","Mfran_g24307 ",0.49502,"heavily"
"17364","Mfran_g24311 ",0.489813,"heavily"
"17365","Mfran_g24313 ",0.502164,"heavily"
"17366","Mfran_g24317 ",0.942308,"weakly"
"17367","Mfran_g24319 ",0.782373,"weakly"
"17368","Mfran_g24320 ",0.688272,"weakly"
"17369","Mfran_g24321 ",0.62214,"weakly"
"17370","Mfran_g24323 ",0.512919,"heavily"
"17371","Mfran_g24325 ",0.678452,"weakly"
"17372","Mfran_g24326 ",0.631018,"weakly"
"17373","Mfran_g24332 ",0.603408,"weakly"
"17374","Mfran_g24334 ",0.748539,"weakly"
"17375","Mfran_g24335 ",0.774844,"weakly"
"17376","Mfran_g24337 ",0.691183,"weakly"
"17377","Mfran_g24338 ",0.671036,"weakly"
"17378","Mfran_g24346 ",0.678789,"weakly"
"17379","Mfran_g24347 ",0.707626,"weakly"
"17380","Mfran_g24350 ",0.692346,"weakly"
"17381","Mfran_g24354 ",0.709686,"weakly"
"17382","Mfran_g24355 ",0.599431,"weakly"
"17383","Mfran_g24356 ",0.727191,"weakly"
"17384","Mfran_g24357.1 ",0.935212,"weakly"
"17385","Mfran_g24358 ",0.858159,"weakly"
"17386","Mfran_g24359 ",0.613411,"weakly"
"17387","Mfran_g24364 ",0.689332,"weakly"
"17388","Mfran_g24366 ",1.09693,"weakly"
"17389","Mfran_g24369 ",0.762573,"weakly"
"17390","Mfran_g24371 ",0.713961,"weakly"
"17391","Mfran_g24373 ",0.780699,"weakly"
"17392","Mfran_g24378 ",0.706758,"weakly"
"17393","Mfran_g24380 ",0.86754,"weakly"
"17394","Mfran_g24382.1 ",0.784822,"weakly"
"17395","Mfran_g24384 ",0.515637,"heavily"
"17396","Mfran_g24390 ",0.433275,"heavily"
"17397","Mfran_g24393 ",0.629202,"weakly"
"17398","Mfran_g24395 ",0.675838,"weakly"
"17399","Mfran_g24396 ",0.628897,"weakly"
"17400","Mfran_g24397 ",0.580887,"weakly"
"17401","Mfran_g24402 ",0.816444,"weakly"
"17402","Mfran_g24404 ",0.455286,"heavily"
"17403","Mfran_g24406 ",0.61371,"weakly"
"17404","Mfran_g24407 ",0.306423,"heavily"
"17405","Mfran_g24415 ",0.662704,"weakly"
"17406","Mfran_g24418 ",0.652709,"weakly"
"17407","Mfran_g24419 ",0.848523,"weakly"
"17408","Mfran_g24420 ",0.498563,"heavily"
"17409","Mfran_g24423 ",0.428093,"heavily"
"17410","Mfran_g24424.1 ",0.348238,"heavily"
"17411","Mfran_g24428 ",0.503713,"heavily"
"17412","Mfran_g24430 ",0.502399,"heavily"
"17413","Mfran_g24431.7 ",0.440011,"heavily"
"17414","Mfran_g24432 ",0.444776,"heavily"
"17415","Mfran_g24434 ",0.822766,"weakly"
"17416","Mfran_g24435 ",0.657636,"weakly"
"17417","Mfran_g24436 ",0.630812,"weakly"
"17418","Mfran_g24437 ",0.668169,"weakly"
"17419","Mfran_g24439 ",0.657114,"weakly"
"17420","Mfran_g24441 ",0.698343,"weakly"
"17421","Mfran_g24443 ",0.751572,"weakly"
"17422","Mfran_g24445 ",0.416552,"heavily"
"17423","Mfran_g24446 ",0.860888,"weakly"
"17424","Mfran_g24448 ",0.46443,"heavily"
"17425","Mfran_g24451 ",0.796641,"weakly"
"17426","Mfran_g24452 ",0.451655,"heavily"
"17427","Mfran_g24453 ",0.65784,"weakly"
"17428","Mfran_g24455.2 ",0.437447,"heavily"
"17429","Mfran_g24456.1 ",0.882599,"weakly"
"17430","Mfran_g24462 ",0.787977,"weakly"
"17431","Mfran_g24463 ",0.87206,"weakly"
"17432","Mfran_g24464 ",0.640311,"weakly"
"17433","Mfran_g24465 ",0.381413,"heavily"
"17434","Mfran_g24466.2 ",0.726307,"weakly"
"17435","Mfran_g24467 ",0.86413,"weakly"
"17436","Mfran_g24469 ",0.68727,"weakly"
"17437","Mfran_g24471.1 ",0.412139,"heavily"
"17438","Mfran_g24473 ",0.403327,"heavily"
"17439","Mfran_g24474 ",0.321584,"heavily"
"17440","Mfran_g24476 ",0.907105,"weakly"
"17441","Mfran_g24477 ",0.79238,"weakly"
"17442","Mfran_g24478 ",0.490254,"heavily"
"17443","Mfran_g24479 ",0.272338,"heavily"
"17444","Mfran_g24481 ",0.463499,"heavily"
"17445","Mfran_g24483 ",0.802713,"weakly"
"17446","Mfran_g24485 ",0.394115,"heavily"
"17447","Mfran_g24488 ",0.488556,"heavily"
"17448","Mfran_g24489 ",0.407477,"heavily"
"17449","Mfran_g24492 ",0.661403,"weakly"
"17450","Mfran_g24493 ",0.300253,"heavily"
"17451","Mfran_g24494 ",0.448044,"heavily"
"17452","Mfran_g24496 ",0.464893,"heavily"
"17453","Mfran_g24506 ",0.374771,"heavily"
"17454","Mfran_g24508 ",0.730448,"weakly"
"17455","Mfran_g24509 ",0.6504,"weakly"
"17456","Mfran_g24512 ",0.995873,"weakly"
"17457","Mfran_g24515 ",0.792547,"weakly"
"17458","Mfran_g24517 ",0.683344,"weakly"
"17459","Mfran_g24518 ",0.647342,"weakly"
"17460","Mfran_g24519 ",0.905321,"weakly"
"17461","Mfran_g24520 ",0.678901,"weakly"
"17462","Mfran_g24521 ",0.577668,"weakly"
"17463","Mfran_g24522 ",0.808004,"weakly"
"17464","Mfran_g24524 ",0.736717,"weakly"
"17465","Mfran_g24525 ",0.697607,"weakly"
"17466","Mfran_g24526 ",0.680744,"weakly"
"17467","Mfran_g24527 ",0.316144,"heavily"
"17468","Mfran_g24528 ",0.514127,"heavily"
"17469","Mfran_g24529 ",0.55994,"weakly"
"17470","Mfran_g24530 ",0.593971,"weakly"
"17471","Mfran_g24533 ",1.10812,"weakly"
"17472","Mfran_g24535 ",0.400845,"heavily"
"17473","Mfran_g24539 ",0.957099,"weakly"
"17474","Mfran_g24540 ",1.04568,"weakly"
"17475","Mfran_g24541 ",1.07529,"weakly"
"17476","Mfran_g24542 ",0.980291,"weakly"
"17477","Mfran_g24546 ",0.733278,"weakly"
"17478","Mfran_g24548 ",0.92008,"weakly"
"17479","Mfran_g24549 ",0.78581,"weakly"
"17480","Mfran_g24550 ",0.545599,"heavily"
"17481","Mfran_g24551 ",0.289702,"heavily"
"17482","Mfran_g24552 ",0.701764,"weakly"
"17483","Mfran_g24554 ",0.685407,"weakly"
"17484","Mfran_g24555 ",0.724215,"weakly"
"17485","Mfran_g24556 ",0.72211,"weakly"
"17486","Mfran_g24557 ",0.404471,"heavily"
"17487","Mfran_g24560 ",0.509436,"heavily"
"17488","Mfran_g24571 ",0.410917,"heavily"
"17489","Mfran_g24576 ",0.3525,"heavily"
"17490","Mfran_g24580 ",0.430571,"heavily"
"17491","Mfran_g24585 ",0.589266,"weakly"
"17492","Mfran_g24592 ",0.702033,"weakly"
"17493","Mfran_g24593 ",0.542507,"heavily"
"17494","Mfran_g24596 ",0.923858,"weakly"
"17495","Mfran_g24597 ",1.21425,"weakly"
"17496","Mfran_g24601 ",0.751957,"weakly"
"17497","Mfran_g24602 ",0.710547,"weakly"
"17498","Mfran_g24603 ",0.608601,"weakly"
"17499","Mfran_g24607 ",0.920187,"weakly"
"17500","Mfran_g24611 ",0.497714,"heavily"
"17501","Mfran_g24612 ",0.708033,"weakly"
"17502","Mfran_g24616 ",0.359347,"heavily"
"17503","Mfran_g24617 ",0.671186,"weakly"
"17504","Mfran_g24618.1 ",0.605294,"weakly"
"17505","Mfran_g24621 ",0.681737,"weakly"
"17506","Mfran_g24626 ",0.344561,"heavily"
"17507","Mfran_g24631 ",0.816775,"weakly"
"17508","Mfran_g24641 ",1.05956,"weakly"
"17509","Mfran_g24643 ",0.746174,"weakly"
"17510","Mfran_g24645 ",0.391128,"heavily"
"17511","Mfran_g24646 ",0.40059,"heavily"
"17512","Mfran_g24648 ",0.453169,"heavily"
"17513","Mfran_g24651 ",0.776095,"weakly"
"17514","Mfran_g24654 ",0.426301,"heavily"
"17515","Mfran_g24655 ",0.434792,"heavily"
"17516","Mfran_g24657 ",0.56311,"weakly"
"17517","Mfran_g24658 ",0.759946,"weakly"
"17518","Mfran_g24660 ",1.38574,"weakly"
"17519","Mfran_g24661 ",0.959263,"weakly"
"17520","Mfran_g24662 ",1.05524,"weakly"
"17521","Mfran_g24664 ",0.425697,"heavily"
"17522","Mfran_g24667 ",0.49665,"heavily"
"17523","Mfran_g24668 ",0.461172,"heavily"
"17524","Mfran_g24669 ",0.922652,"weakly"
"17525","Mfran_g24671 ",0.516422,"heavily"
"17526","Mfran_g24673 ",0.728159,"weakly"
"17527","Mfran_g24677 ",0.951822,"weakly"
"17528","Mfran_g24679 ",0.446309,"heavily"
"17529","Mfran_g24681 ",0.780278,"weakly"
"17530","Mfran_g24684 ",0.863701,"weakly"
"17531","Mfran_g24685 ",0.899505,"weakly"
"17532","Mfran_g24687 ",0.656949,"weakly"
"17533","Mfran_g24688 ",0.579638,"weakly"
"17534","Mfran_g24689 ",0.531627,"heavily"
"17535","Mfran_g24690 ",1.45349,"weakly"
"17536","Mfran_g24691 ",0.553409,"weakly"
"17537","Mfran_g24692 ",0.411396,"heavily"
"17538","Mfran_g24693 ",0.576747,"weakly"
"17539","Mfran_g24696 ",1.42285,"weakly"
"17540","Mfran_g24698 ",0.862565,"weakly"
"17541","Mfran_g24699.1 ",0.674751,"weakly"
"17542","Mfran_g24700 ",0.437879,"heavily"
"17543","Mfran_g24701 ",1.2374,"weakly"
"17544","Mfran_g24703 ",0.93474,"weakly"
"17545","Mfran_g24706 ",1.02727,"weakly"
"17546","Mfran_g24709 ",1.2609,"weakly"
"17547","Mfran_g24710 ",0.544812,"heavily"
"17548","Mfran_g24711 ",0.884769,"weakly"
"17549","Mfran_g24713 ",0.357411,"heavily"
"17550","Mfran_g24714 ",0.988186,"weakly"
"17551","Mfran_g24715 ",0.572518,"weakly"
"17552","Mfran_g24716 ",1.28916,"weakly"
"17553","Mfran_g24719 ",0.801296,"weakly"
"17554","Mfran_g24721 ",0.650366,"weakly"
"17555","Mfran_g24725.1 ",0.570595,"weakly"
"17556","Mfran_g24727 ",0.792159,"weakly"
"17557","Mfran_g24728 ",0.892132,"weakly"
"17558","Mfran_g24729.1 ",0.796503,"weakly"
"17559","Mfran_g24730 ",0.871283,"weakly"
"17560","Mfran_g24731 ",0.994174,"weakly"
"17561","Mfran_g24734 ",0.404851,"heavily"
"17562","Mfran_g24737.1 ",0.640055,"weakly"
"17563","Mfran_g24739 ",0.673408,"weakly"
"17564","Mfran_g24740 ",0.833888,"weakly"
"17565","Mfran_g24741 ",0.437504,"heavily"
"17566","Mfran_g24743 ",0.605406,"weakly"
"17567","Mfran_g24746 ",0.872699,"weakly"
"17568","Mfran_g24747 ",0.4456,"heavily"
"17569","Mfran_g24748 ",0.762719,"weakly"
"17570","Mfran_g24750 ",0.773568,"weakly"
"17571","Mfran_g24753 ",0.787613,"weakly"
"17572","Mfran_g24754 ",0.892153,"weakly"
"17573","Mfran_g24755 ",0.694988,"weakly"
"17574","Mfran_g24756 ",0.888121,"weakly"
"17575","Mfran_g24757 ",0.868499,"weakly"
"17576","Mfran_g24758 ",0.931514,"weakly"
"17577","Mfran_g24759 ",0.849774,"weakly"
"17578","Mfran_g24760 ",0.888114,"weakly"
"17579","Mfran_g24761 ",0.792716,"weakly"
"17580","Mfran_g24762 ",0.812489,"weakly"
"17581","Mfran_g24763 ",0.950616,"weakly"
"17582","Mfran_g24765 ",0.842765,"weakly"
"17583","Mfran_g24766 ",0.798394,"weakly"
"17584","Mfran_g24767.1 ",0.773499,"weakly"
"17585","Mfran_g24769 ",0.803185,"weakly"
"17586","Mfran_g24770 ",0.791379,"weakly"
"17587","Mfran_g24772 ",0.745535,"weakly"
"17588","Mfran_g24773 ",0.687618,"weakly"
"17589","Mfran_g24774 ",0.704978,"weakly"
"17590","Mfran_g24778 ",0.387745,"heavily"
"17591","Mfran_g24779 ",0.685359,"weakly"
